Max Distance From Depot
75
Id	X_Coor	Y_Coor	tw_start	tw_end	Arr
0		40		50		0		0		-1		
4		42		68		4		64		4		
35		5		35		11		71		11		
87		65		55		12		72		12		
29		20		50		24		84		24		
95		62		80		26		86		26		
58		38		5		32		92		32		
30		20		55		39		99		39		
53		44		5		50		110		50		
67		47		40		54		114		54		
78		88		35		60		120		60		
40		35		30		68		128		68		
83		72		55		77		137		77		
73		92		30		82		142		82		
52		25		35		86		146		86		
22		28		52		87		147		87		
34		8		45		89		149		89		
61		50		30		98		158		98		
81		85		35		99		159		99		
65		48		40		105		165		105		
89		63		58		111		171		111		
2		45		70		119		179		119		
13		22		75		119		179		119		
63		50		40		120		180		120		
58		38		5		122		182		122		
53		44		5		123		183		123		
61		50		30		129		189		129		
82		75		55		150		210		150		
95		62		80		158		218		158		
13		22		75		160		220		160		
86		66		55		166		226		166		
41		35		32		170		230		170		
17		18		75		173		233		173		
68		45		30		182		242		182		
87		65		55		191		251		191		
8		38		68		195		255		195		
46		30		32		204		264		204		
9		38		70		206		266		206		
96		60		80		210		270		210		
1		45		68		222		282		222		
8		38		68		224		284		224		
26		25		55		224		284		224		
36		5		45		224		284		224		
80		85		25		224		284		224		
72		53		30		225		285		225		
19		15		80		234		294		234		
36		5		45		234		294		234		
52		25		35		245		305		245		
50		26		32		279		339		279		
76		90		35		279		339		279		
41		35		32		286		346		286		
8		38		68		290		350		290		
60		35		5		297		357		297		
12		25		85		305		365		305		
96		60		80		307		367		307		
68		45		30		314		374		314		
25		25		52		315		375		315		
77		88		30		325		385		325		
31		10		35		337		397		337		
98		58		75		349		409		349		
79		87		30		354		414		354		
61		50		30		358		418		358		
76		90		35		360		420		360		
30		20		55		370		430		370		
92		67		85		370		430		370		
15		20		80		375		435		375		
26		25		55		380		440		380		
18		15		75		382		442		382		
93		65		85		390		450		390		
90		60		55		396		456		396		
53		44		5		397		457		397		
56		40		5		402		462		402		
16		20		85		408		468		408		
23		28		55		412		472		412		
99		55		80		417		477		417		
37		2		40		421		481		421		
74		53		35		430		490		430		
57		40		15		432		492		432		
43		33		35		439		499		439		
78		88		35		454		514		454		
31		10		35		461		521		461		
22		28		52		465		525		465		
48		28		30		469		529		469		
6		40		69		475		535		475		
19		15		80		479		539		479		
