Max Distance From Depot
69
Id	X_Coor	Y_Coor	tw_start	tw_end	Arr
0		35		35		0		0		-1		
85		16		22		2		62		2		
23		55		5		9		69		9		
57		32		12		9		69		9		
17		5		30		10		70		10		
41		42		7		13		73		13		
98		19		21		15		75		15		
51		49		58		21		81		21		
47		8		56		31		91		31		
52		27		43		32		92		32		
72		47		16		32		92		32		
29		64		42		38		98		38		
89		26		35		40		100		40		
48		13		52		43		103		43		
83		14		37		47		107		47		
11		20		65		52		112		52		
82		15		47		58		118		58		
6		25		30		66		126		66		
20		45		65		80		140		80		
35		63		65		80		140		80		
87		28		18		87		147		87		
71		57		68		91		151		91		
98		19		21		93		153		93		
45		6		38		97		157		97		
74		46		13		105		165		105		
55		63		23		109		169		109		
60		17		34		113		173		113		
49		6		68		114		174		114		
45		6		38		126		186		126		
46		2		48		129		189		129		
51		49		58		133		193		133		
79		57		48		136		196		136		
98		19		21		136		196		136		
34		65		55		145		205		145		
2		35		17		156		216		156		
57		32		12		156		216		156		
79		57		48		158		218		158		
13		30		25		172		232		172		
95		25		24		177		237		177		
29		64		42		179		239		179		
92		22		22		180		240		180		
35		63		65		192		252		192		
80		56		37		195		255		195		
97		25		21		199		259		199		
42		24		12		201		261		201		
60		17		34		206		266		206		
70		37		56		210		270		210		
91		15		19		218		278		218		
55		63		23		235		295		235		
97		25		21		235		295		235		
49		6		68		241		301		241		
41		42		7		242		302		242		
69		37		47		264		324		264		
78		61		52		270		330		270		
58		36		26		278		338		278		
54		57		29		293		353		293		
98		19		21		294		354		294		
71		57		68		296		356		296		
61		12		24		299		359		299		
81		55		54		299		359		299		
43		23		3		310		370		310		
61		12		24		315		375		315		
56		53		12		319		379		319		
76		49		42		325		385		325		
96		22		27		328		388		328		
51		49		58		331		391		331		
55		63		23		334		394		334		
72		47		16		340		400		340		
87		28		18		361		421		361		
10		30		60		363		423		363		
11		20		65		372		432		372		
22		45		10		374		434		374		
58		36		26		377		437		377		
33		53		52		378		438		378		
15		30		5		391		451		391		
59		21		24		394		454		394		
28		41		37		396		456		396		
51		49		58		407		467		407		
46		2		48		408		468		408		
83		14		37		411		471		411		
37		20		20		412		472		412		
46		2		48		415		475		415		
88		26		52		415		475		415		
1		41		49		416		476		416		
72		47		16		423		483		423		
56		53		12		426		486		426		
55		63		23		430		490		430		
2		35		17		436		496		436		
51		49		58		437		497		437		
2		35		17		438		498		438		
4		55		20		439		499		439		
74		46		13		442		502		442		
14		15		10		444		504		444		
39		60		12		458		518		458		
76		49		42		459		519		459		
26		45		30		461		521		461		
40		40		25		467		527		467		
55		63		23		475		535		475		
58		36		26		477		537		477		
