Max Distance From Depot
75
Id	X_Coor	Y_Coor	tw_start	tw_end	Arr
0		40		50		0		0		-1		
90		60		55		4		64		4		
96		60		80		16		76		16		
51		25		30		28		88		28		
39		0		45		29		89		29		
43		33		35		33		93		33		
50		26		32		33		93		33		
69		45		35		39		99		39		
88		65		60		40		100		40		
13		22		75		41		101		41		
30		20		55		50		110		50		
57		40		15		54		114		54		
67		47		40		55		115		55		
62		50		35		72		132		72		
74		53		35		73		133		73		
6		40		69		74		134		74		
78		88		35		74		134		74		
28		23		55		75		135		75		
12		25		85		79		139		79		
90		60		55		81		141		81		
92		67		85		92		152		92		
77		88		30		100		160		100		
63		50		40		110		170		110		
90		60		55		115		175		115		
76		90		35		119		179		119		
93		65		85		121		181		121		
19		15		80		122		182		122		
19		15		80		124		184		124		
51		25		30		124		184		124		
57		40		15		142		202		142		
71		95		35		152		212		152		
51		25		30		160		220		160		
85		68		60		168		228		168		
57		40		15		171		231		171		
94		65		82		171		231		171		
100		55		85		172		232		172		
84		70		58		177		237		177		
61		50		30		178		238		178		
73		92		30		188		248		188		
62		50		35		198		258		198		
21		30		52		200		260		200		
62		50		35		206		266		206		
88		65		60		217		277		217		
76		90		35		220		280		220		
90		60		55		230		290		230		
96		60		80		235		295		235		
94		65		82		236		296		236		
79		87		30		237		297		237		
17		18		75		242		302		242		
14		22		85		243		303		243		
2		45		70		248		308		248		
74		53		35		255		315		255		
11		35		69		258		318		258		
98		58		75		260		320		260		
6		40		69		270		330		270		
97		60		85		283		343		283		
5		42		65		285		345		285		
67		47		40		294		354		294		
95		62		80		295		355		295		
11		35		69		299		359		299		
40		35		30		299		359		299		
12		25		85		306		366		306		
61		50		30		308		368		308		
70		95		30		308		368		308		
33		8		40		309		369		309		
11		35		69		312		372		312		
81		85		35		318		378		318		
98		58		75		318		378		318		
59		38		15		324		384		324		
87		65		55		328		388		328		
83		72		55		330		390		330		
38		0		40		332		392		332		
100		55		85		336		396		336		
23		28		55		339		399		339		
100		55		85		343		403		343		
36		5		45		349		409		349		
85		68		60		355		415		355		
97		60		85		360		420		360		
6		40		69		363		423		363		
33		8		40		379		439		379		
47		30		35		380		440		380		
38		0		40		384		444		384		
92		67		85		384		444		384		
96		60		80		389		449		389		
80		85		25		390		450		390		
32		10		40		397		457		397		
51		25		30		397		457		397		
23		28		55		402		462		402		
13		22		75		403		463		403		
88		65		60		405		465		405		
23		28		55		415		475		415		
71		95		35		416		476		416		
23		28		55		418		478		418		
5		42		65		424		484		424		
44		32		30		424		484		424		
93		65		85		432		492		432		
35		5		35		435		495		435		
59		38		15		440		500		440		
31		10		35		441		501		441		
97		60		85		441		501		441		
34		8		45		450		510		450		
59		38		15		450		510		450		
83		72		55		452		512		452		
32		10		40		453		513		453		
70		95		30		455		515		455		
19		15		80		456		516		456		
56		40		5		461		521		461		
99		55		80		462		522		462		
36		5		45		463		523		463		
13		22		75		466		526		466		
16		20		85		471		531		471		
68		45		30		473		533		473		
99		55		80		474		534		474		
77		88		30		475		535		475		
66		47		35		476		536		476		
62		50		35		478		538		478		
