Max Distance From Depot
69
Id	X_Coor	Y_Coor	tw_start	tw_end	Arr
0		35		35		0		0		-1		
56		53		12		8		68		8		
65		62		77		12		72		12		
98		19		21		12		72		12		
57		32		12		26		86		26		
71		57		68		29		89		29		
53		37		31		32		92		32		
100		18		18		39		99		39		
1		41		49		40		100		40		
73		44		17		41		101		41		
48		13		52		42		102		42		
96		22		27		49		109		49		
95		25		24		51		111		51		
93		18		24		61		121		61		
5		15		30		64		124		64		
42		24		12		76		136		76		
58		36		26		83		143		83		
66		49		73		88		148		88		
35		63		65		101		161		101		
60		17		34		104		164		104		
90		31		67		120		180		120		
37		20		20		124		184		124		
50		47		47		129		189		129		
59		21		24		130		190		130		
2		35		17		132		192		132		
44		11		14		134		194		134		
2		35		17		137		197		137		
55		63		23		138		198		138		
42		24		12		149		209		149		
96		22		27		150		210		150		
73		44		17		152		212		152		
34		65		55		169		229		169		
29		64		42		186		246		186		
62		24		58		186		246		186		
85		16		22		188		248		188		
73		44		17		192		252		192		
49		6		68		203		263		203		
28		41		37		205		265		205		
70		37		56		205		265		205		
76		49		42		206		266		206		
87		28		18		222		282		222		
38		5		5		234		294		234		
34		65		55		256		316		256		
34		65		55		268		328		268		
20		45		65		269		329		269		
52		27		43		269		329		269		
95		25		24		284		344		284		
30		40		60		297		357		297		
35		63		65		303		363		303		
19		15		60		307		367		307		
45		6		38		308		368		308		
84		11		31		312		372		312		
88		26		52		314		374		314		
26		45		30		329		389		329		
68		56		39		330		390		330		
35		63		65		335		395		335		
65		62		77		340		400		340		
29		64		42		342		402		342		
52		27		43		344		404		344		
59		21		24		352		412		352		
68		56		39		352		412		352		
61		12		24		353		413		353		
50		47		47		354		414		354		
78		61		52		355		415		355		
28		41		37		357		417		357		
89		26		35		372		432		372		
57		32		12		374		434		374		
75		49		11		374		434		374		
81		55		54		374		434		374		
64		15		77		375		435		375		
44		11		14		378		438		378		
63		27		69		378		438		378		
32		35		69		380		440		380		
9		55		60		383		443		383		
25		65		20		386		446		386		
17		5		30		393		453		393		
11		20		65		395		455		395		
61		12		24		399		459		399		
11		20		65		403		463		403		
69		37		47		403		463		403		
90		31		67		403		463		403		
40		40		25		409		469		409		
56		53		12		409		469		409		
18		20		40		419		479		419		
57		32		12		420		480		420		
82		15		47		423		483		423		
62		24		58		427		487		427		
41		42		7		433		493		433		
46		2		48		433		493		433		
1		41		49		435		495		435		
48		13		52		435		495		435		
63		27		69		435		495		435		
53		37		31		462		522		462		
65		62		77		463		523		463		
96		22		27		464		524		464		
2		35		17		470		530		470		
65		62		77		474		534		474		
