Max Distance From Depot
75
Id	X_Coor	Y_Coor	tw_start	tw_end	Arr
0		40		50		0		0		-1		
2		45		70		18		78		18		
52		25		35		21		81		21		
79		87		30		24		84		24		
58		38		5		26		86		26		
98		58		75		28		88		28		
20		30		50		30		90		30		
61		50		30		32		92		32		
68		42		30		35		95		35		
15		20		80		39		99		39		
55		42		15		63		123		63		
15		20		80		73		133		73		
87		64		46		73		133		73		
61		50		30		78		138		78		
33		8		40		84		144		84		
29		20		50		86		146		86		
39		0		45		112		172		112		
53		44		5		113		173		113		
65		44		25		123		183		123		
24		25		50		126		186		126		
68		42		30		126		186		126		
77		72		45		129		189		129		
66		47		35		131		191		131		
38		0		40		132		192		132		
84		70		58		140		200		140		
4		60		66		143		203		143		
29		20		50		143		203		143		
58		38		5		144		204		144		
76		90		35		144		204		144		
92		67		85		150		210		150		
79		87		30		155		215		155		
62		50		35		167		227		167		
68		42		30		175		235		175		
2		45		70		176		236		176		
25		22		66		177		237		177		
78		78		40		178		238		178		
46		34		25		184		244		184		
75		45		65		189		249		189		
97		60		85		191		251		191		
78		78		40		210		270		210		
74		53		35		217		277		217		
56		40		5		219		279		219		
85		86		46		229		289		229		
14		22		85		231		291		231		
78		78		40		235		295		235		
64		48		30		236		296		236		
71		95		35		237		297		237		
82		75		55		238		298		238		
88		65		60		242		302		242		
32		10		40		243		303		243		
40		36		18		246		306		246		
8		34		60		247		307		247		
5		42		65		248		308		248		
69		45		35		248		308		248		
87		64		46		250		310		250		
50		26		32		252		312		252		
38		0		40		261		321		261		
94		65		82		261		321		261		
42		33		32		262		322		262		
51		25		30		276		336		276		
64		48		30		276		336		276		
11		35		69		285		345		285		
89		56		64		285		345		285		
22		28		52		295		355		295		
94		65		82		309		369		309		
6		16		42		317		377		317		
63		50		40		319		379		319		
47		30		35		324		384		324		
98		58		75		336		396		336		
30		20		55		338		398		338		
36		5		45		338		398		338		
64		48		30		338		398		338		
72		53		30		339		399		339		
92		67		85		343		403		343		
19		15		80		344		404		344		
91		60		60		344		404		344		
68		42		30		345		405		345		
91		60		60		348		408		348		
45		30		30		351		411		351		
4		60		66		354		414		354		
81		85		35		357		417		357		
49		48		20		358		418		358		
18		15		75		360		420		360		
69		45		35		360		420		360		
71		95		35		363		423		363		
82		75		55		389		449		389		
75		45		65		391		451		391		
37		2		40		400		460		400		
55		42		15		401		461		401		
15		20		80		411		471		411		
71		95		35		412		472		412		
84		70		58		414		474		414		
35		5		35		417		477		417		
46		34		25		429		489		429		
88		65		60		429		489		429		
90		60		55		434		494		434		
45		30		30		436		496		436		
7		58		70		439		499		439		
89		56		64		444		504		444		
31		10		35		448		508		448		
30		20		55		452		512		452		
48		36		40		457		517		457		
32		10		40		458		518		458		
78		78		40		463		523		463		
