Max Distance From Depot
69
Id	X_Coor	Y_Coor	tw_start	tw_end	Arr
0		35		35		0		0		-1		
19		15		60		1		61		1		
31		31		52		8		68		8		
81		55		54		17		77		17		
91		15		19		24		84		24		
95		25		24		30		90		30		
42		24		12		36		96		36		
21		45		20		38		98		38		
48		13		52		40		100		40		
56		53		12		42		102		42		
89		26		35		47		107		47		
24		65		35		60		120		60		
83		14		37		60		120		60		
52		27		43		70		130		70		
66		49		73		72		132		72		
30		40		60		96		156		96		
79		57		48		96		156		96		
63		27		69		97		157		97		
34		65		55		103		163		103		
95		25		24		105		165		105		
73		44		17		108		168		108		
23		55		5		109		169		109		
15		30		5		110		170		110		
98		19		21		111		171		111		
81		55		54		122		182		122		
9		55		60		128		188		128		
39		60		12		133		193		133		
7		20		50		136		196		136		
96		22		27		145		205		145		
96		22		27		155		215		155		
57		32		12		157		217		157		
53		37		31		161		221		161		
70		37		56		161		221		161		
59		21		24		162		222		162		
90		31		67		162		222		162		
78		61		52		166		226		166		
32		35		69		168		228		168		
22		45		10		176		236		176		
78		61		52		179		239		179		
44		11		14		180		240		180		
87		28		18		185		245		185		
57		32		12		187		247		187		
51		49		58		195		255		195		
11		20		65		199		259		199		
65		62		77		199		259		199		
66		49		73		207		267		207		
5		15		30		215		275		215		
14		15		10		219		279		219		
2		35		17		222		282		222		
62		24		58		224		284		224		
58		36		26		228		288		228		
34		65		55		230		290		230		
86		4		18		232		292		232		
34		65		55		235		295		235		
18		20		40		237		297		237		
10		30		60		245		305		245		
25		65		20		255		315		255		
25		65		20		256		316		256		
33		53		52		261		321		261		
40		40		25		263		323		263		
23		55		5		269		329		269		
86		4		18		269		329		269		
51		49		58		273		333		273		
95		25		24		276		336		276		
13		30		25		286		346		286		
94		26		27		286		346		286		
30		40		60		288		348		288		
48		13		52		303		363		303		
31		31		52		310		370		310		
47		8		56		311		371		311		
88		26		52		330		390		330		
3		55		45		334		394		334		
20		45		65		346		406		346		
5		15		30		350		410		350		
60		17		34		354		414		354		
8		10		43		369		429		369		
61		12		24		369		429		369		
72		47		16		372		432		372		
4		55		20		375		435		375		
96		22		27		383		443		383		
8		10		43		394		454		394		
40		40		25		396		456		396		
38		5		5		401		461		401		
98		19		21		404		464		404		
75		49		11		405		465		405		
12		50		35		429		489		429		
81		55		54		430		490		430		
86		4		18		439		499		439		
87		28		18		441		501		441		
55		63		23		450		510		450		
78		61		52		453		513		453		
97		25		21		467		527		467		
27		35		40		469		529		469		
71		57		68		471		531		471		
63		27		69		479		539		479		
