Max Distance From Depot
69
Id	X_Coor	Y_Coor	tw_start	tw_end	Arr
0		35		35		0		0		-1		
21		45		20		2		62		2		
88		26		52		5		65		5		
96		22		27		10		70		10		
40		40		25		11		71		11		
17		5		30		14		74		14		
66		49		73		17		77		17		
14		15		10		18		78		18		
72		47		16		32		92		32		
31		31		52		39		99		39		
84		11		31		43		103		43		
19		15		60		48		108		48		
41		42		7		52		112		52		
91		15		19		56		116		56		
32		35		69		61		121		61		
55		63		23		68		128		68		
11		20		65		76		136		76		
57		32		12		83		143		83		
93		18		24		83		143		83		
35		63		65		93		153		93		
5		15		30		96		156		96		
49		6		68		96		156		96		
16		10		20		100		160		100		
16		10		20		106		166		106		
7		20		50		107		167		107		
50		47		47		109		169		109		
6		25		30		119		179		119		
23		55		5		121		181		121		
37		20		20		126		186		126		
4		55		20		136		196		136		
44		11		14		136		196		136		
61		12		24		139		199		139		
91		15		19		139		199		139		
97		25		21		139		199		139		
72		47		16		142		202		142		
25		65		20		148		208		148		
26		45		30		148		208		148		
35		63		65		150		210		150		
55		63		23		151		211		151		
73		44		17		159		219		159		
58		36		26		163		223		163		
74		46		13		170		230		170		
18		20		40		177		237		177		
16		10		20		188		248		188		
13		30		25		191		251		191		
54		57		29		196		256		196		
15		30		5		203		263		203		
21		45		20		218		278		218		
26		45		30		220		280		220		
11		20		65		221		281		221		
89		26		35		233		293		233		
39		60		12		234		294		234		
84		11		31		236		296		236		
52		27		43		247		307		247		
82		15		47		247		307		247		
61		12		24		248		308		248		
33		53		52		252		312		252		
95		25		24		252		312		252		
10		30		60		263		323		263		
87		28		18		263		323		263		
30		40		60		266		326		266		
85		16		22		267		327		267		
7		20		50		285		345		285		
50		47		47		290		350		290		
93		18		24		295		355		295		
44		11		14		297		357		297		
87		28		18		299		359		299		
50		47		47		300		360		300		
71		57		68		301		361		301		
16		10		20		314		374		314		
28		41		37		317		377		317		
12		50		35		335		395		335		
47		8		56		337		397		337		
74		46		13		343		403		343		
91		15		19		356		416		356		
75		49		11		362		422		362		
93		18		24		364		424		364		
99		20		26		366		426		366		
76		49		42		372		432		372		
33		53		52		380		440		380		
98		19		21		384		444		384		
47		8		56		386		446		386		
98		19		21		387		447		387		
15		30		5		389		449		389		
82		15		47		412		472		412		
50		47		47		417		477		417		
67		67		5		417		477		417		
21		45		20		418		478		418		
32		35		69		422		482		422		
84		11		31		422		482		422		
11		20		65		425		485		425		
15		30		5		425		485		425		
15		30		5		426		486		426		
87		28		18		433		493		433		
53		37		31		437		497		437		
72		47		16		440		500		440		
91		15		19		448		508		448		
91		15		19		463		523		463		
4		55		20		464		524		464		
32		35		69		464		524		464		
96		22		27		466		526		466		
51		49		58		471		531		471		
34		65		55		473		533		473		
33		53		52		475		535		475		
70		37		56		479		539		479		
