Max Distance From Depot
69
Id	X_Coor	Y_Coor	tw_start	tw_end	Arr
0		35		35		0		0		-1		
90		31		67		1		61		1		
43		23		3		2		62		2		
3		55		45		7		67		7		
5		15		30		9		69		9		
75		49		11		19		79		19		
13		30		25		20		80		20		
68		56		39		23		83		23		
82		15		47		29		89		29		
67		67		5		40		100		40		
57		32		12		50		110		50		
95		25		24		52		112		52		
1		41		49		53		113		53		
1		41		49		54		114		54		
42		24		12		58		118		58		
20		45		65		67		127		67		
24		65		35		91		151		91		
35		63		65		96		156		96		
26		45		30		100		160		100		
75		49		11		103		163		103		
58		36		26		109		169		109		
33		53		52		121		181		121		
74		46		13		125		185		125		
3		55		45		134		194		134		
4		55		20		135		195		135		
16		10		20		146		206		146		
49		6		68		157		217		157		
93		18		24		167		227		167		
8		10		43		171		231		171		
88		26		52		177		237		177		
21		45		20		183		243		183		
82		15		47		184		244		184		
10		30		60		188		248		188		
2		35		17		200		260		200		
88		26		52		208		268		208		
54		57		29		213		273		213		
11		20		65		217		277		217		
10		30		60		220		280		220		
9		55		60		224		284		224		
56		53		12		224		284		224		
76		49		42		229		289		229		
82		15		47		229		289		229		
87		28		18		231		291		231		
3		55		45		233		293		233		
57		32		12		242		302		242		
1		41		49		254		314		254		
9		55		60		256		316		256		
35		63		65		256		316		256		
80		56		37		260		320		260		
8		10		43		270		330		270		
81		55		54		280		340		280		
65		62		77		287		347		287		
54		57		29		302		362		302		
40		40		25		310		370		310		
24		65		35		313		373		313		
13		30		25		314		374		314		
79		57		48		323		383		323		
56		53		12		327		387		327		
1		41		49		330		390		330		
1		41		49		339		399		339		
31		31		52		341		401		341		
46		2		48		346		406		346		
40		40		25		348		408		348		
58		36		26		348		408		348		
89		26		35		353		413		353		
99		20		26		359		419		359		
90		31		67		360		420		360		
51		49		58		371		431		371		
86		4		18		374		434		374		
54		57		29		375		435		375		
78		61		52		378		438		378		
10		30		60		381		441		381		
68		56		39		382		442		382		
90		31		67		390		450		390		
11		20		65		391		451		391		
97		25		21		392		452		392		
25		65		20		395		455		395		
2		35		17		401		461		401		
66		49		73		402		462		402		
75		49		11		430		490		430		
84		11		31		432		492		432		
32		35		69		440		500		440		
27		35		40		453		513		453		
66		49		73		455		515		455		
20		45		65		459		519		459		
74		46		13		463		523		463		
51		49		58		465		525		465		
17		5		30		468		528		468		
59		21		24		470		530		470		
63		27		69		477		537		477		
